# Table 1. Conditions of equilibration experiments in the CMAS system and the average compositions of phases
# Run	Starting mix 	t(h)	ramP	P(kbar)	TC	Phase	n	Cations/6 oxygens			    Sum
#		 							                              Ca	  Mg	  Al	  Si	  Pb,V3+
146_PbFlux_hot	    A	5.8	160	100	1450	gt	51	0.159	1.404	0.903	1.54	0	    4.006
146_PbFlux_cold	    A	5.8	160	100	1250	gt	18	0.169	1.376	0.931	1.529	0	    4.005
146_PbFlux_hot	    A	5.8	160	100	1450	cpx	9	  0.774	1.153	0.03	1.981	0.065	4.003
146_PbFlux_cold	    A	5.8	160	100	1250	cpx	3	  0.844	1.034	0.029	1.985	0.108	4
146_PbFlux_hot	    A	5.8	160	100	1450	hpx	7	  0.015	1.988	0.008	1.992	0	    4.003
130_PbFlux	        A	7	  320	140	1450	gt	10	0.215	1.472	0.628	1.685	0	    4
130_PbFlux	        A	7	  320	140	1450	cpx	5	  0.866	1.039	0.014	1.994	0.086	3.999
130_PbFlux	        A	7	  320	140	1450	hpx	2	  0.003	1.989	0.004	2.002	0	    3.998
135_PbFlux	        A	7	  320	140	1650	gt	18	0.166	1.523	0.644	1.672	0	    4.005
135_PbFlux	        A	7	  320	140	1650	cpx	11	0.754	1.177	0.016	1.986	0.073	4.006
# 135_PbFlux_cold   A	7	  320	140	1450	cpx	4	  0.82	1.046	0.022	1.991	0.12	3.999
135_PbFlux	        A	7	  320	140	1650	hpx	12	0.018	1.98	0.006	1.996	0	    4
142_PbFlux	        A	6.5	400	152	1450	gt	24	0.245	1.578	0.386	1.799	0	    4.008
# 142_PbFlux_cold   A	6.5	400	152	1250	gt	6	  0.294	1.518	0.43	1.771	0	    4.013
142_PbFlux	        A	6.5	400	152	1450	cpx	1	  0.86	1.061	0.041	1.988	0.04	3.99
142_PbFlux	        A	6.5	400	152	1450	hpx	4	  0.008	2.004	0.004	1.991	0	    4.007
192_VFlux	          B	7	  160	100	1450	gt	26	0.183	1.413	0.83	1.559	0.028	4.013
192_Vflux_cold	    B	7	  160	100	1250	gt	11	0.209	1.365	0.848	1.539	0.05	4.011
192_VFlux	          B	7	  160	100	1450	cpx	13	0.853	1.141	0.017	1.974	0.022	4.007
192_Vflux_cold	    B	7	  160	100	1250	cpx	14	0.94	1.051	0.01	1.975	0.028	4.004
192_VFlux	          B	7	  160	100	1450	opx	4	  0.014	2.005	0.005	1.987	0	    4.011
# 189_Vflux	        B	7	  160	100	1650	gt	34	0.201	1.366	0.694	1.583	0.151	3.995
# 189_Vflux	        B	7	  160	100	1650	cpx	34	0.59	1.31	0.035	1.981	0.057	3.973
# 189_Vflux	        B	7	  160	100	1450	cpx	5	  0.814	1.077	0.024	1.972	0.086	3.973
# 189_Vflux	        B	7	  160	100	1650	opx	13	0.032	1.937	0.019	2.001	0	    3.989
# 197_Vflux	        B	7	  160	100	1750	gt	10	0.185	1.396	0.746	1.584	0.089	4
# 197_Vflux	        B	7	  160	100	1750	cpx	55	0.484	1.4	0.064	1.995	0.021	3.964
# 197_Vflux	        B	7	  160	100	1550	cpx	18	0.692	1.233	0.035	1.972	0.052	3.984
# 197_Vflux	        B	7	  160	100	1750	opx	31	0.071	1.87	0.05	1.992	0	    3.983
# 427_Vflux	        B	6	  190	110	1750	gt	16	0.191	1.42	0.644	1.611	0.134	4
# 427_Vflux	        B	6	  190	110	1750	cpx	22	0.54	1.381	0.043	1.971	0.047	3.982
# 427_Vflux	        B	6	  190	110	1550	cpx	20	0.725	1.214	0.026	1.955	0.075	3.995
# 427_Vflux	        B	6	  190	110	1750	hpx	11	0.028	1.981	0.015	1.984	0	    4.008
196_Vflux	          B	7.1	320	140	1450	gt	48	0.279	1.462	0.475	1.719	0.073	4.008
196_Vflux_cold	    B	7.1	320	140	1250	gt	24	0.325	1.368	0.545	1.67	0.099	4.007
196_Vflux	          B	7.1	320	140	1450	cpx	7	  0.914	1.075	0.012	1.98	0.022	4.003
196_Vflux_cold	    B	7.1	320	140	1250	cpx	7	  0.956	1.043	0.006	1.988	0.012	4.005
196_Vflux	          B	7.1	320	140	1450	hpx	5	  0.007	2.002	0.003	1.993	0	    4.005
193_Vflux	          B	6.7	320	140	1650	gt	35	0.238	1.56	0.421	1.756	0.039	4.014
193_Vflux_cold	    B	6.7	320	140	1450	gt	22	0.27	1.492	0.484	1.71	0.061	4.017
193_Vflux	          B	6.7	320	140	1650	cpx	3	  0.925	1.11	0.006	1.974	0.004	4.019
193_Vflux_cold	    B	6.7	320	140	1450	cpx	2	  0.959	1.077	0.005	1.978	0	    4.019
193_Vflux	          B	6.7	320	140	1650	hpx	3	  0.015	2.014	0.005	1.981	0	    4.015
157_Vflux	          C	6.5	400	152	1450	gt	26	0.299	1.481	0.438	1.771	0.013	4.002
157_Vflux	          C	6.5	400	152	1450	cpx	4	  0.989	1.039	0.006	1.981	0	    4.015
157_Vflux	          C	6.5	400	152	1450	hpx	6	  0.005	2.015	0.002	1.989	0	    4.011
184_Vflux	          D	7.1	400	152	1650	gt	44	0.275	1.585	0.257	1.83	0.063	4.01
184_Vflux_cold	    D	7.1	400	152	1450	gt	23	0.296	1.534	0.305	1.78	0.101	4.016
184_Vflux	          D	7.1	400	152	1650	cpx	1	  0.936	1.117	0.005	1.97	0	    4.028
184_Vflux_cold	    D	7.1	400	152	1450	cpx	4	  0.96	1.075	0.005	1.979	0	    4.019
184_Vflux	          D	7.1	400	152	1650	hpx	5	  0.016	2.016	0.002	1.982	0	    4.016
182_Vflux	          D	6.4	460	157	1650	gt	46	0.212	1.784	0.013	1.974	0.024	4.007
182_Vflux_cold	    D	6.4	460	157	1450	gt	10	0.227	1.728	0.088	1.905	0.068	4.016
182_Vflux	          D	6.4	460	157	1650	cpx	11	0.914	1.116	0.003	1.983	0	    4.016
182_Vflux_cold	    D	6.4	460	157	1450	cpx	5	  0.951	1.074	0.005	1.984	0	    4.014
182_Vflux	          D	6.4	460	157	1650	hpx	11	0.012	1.993	0.002	1.996	0	    4.003
576_Vflux	          D	7	  600	165	1650	gt	14	0.19	1.813	0.02	1.976	0.01	4.009
576_Vflux_cold	    D	7	  600	165	1450	gt	3	  0.231	1.785	0.009	1.976	0.012	4.013
576_Vflux	          D	7	  600	165	1650	cpx	11  0.848	1.152	0.004	1.985	0.015	4.004
576_Vflux_cold	    D	7	  600	165	1450	cpx	5	  0.911	1.075	0.005	1.996	0.011	3.998
576_Vflux	          D	7	  600	165	1650	hpx	6	  0.025	1.975	0.001	1.999	0	    4
576_Vflux_cold	    D	7	  600	165	1450	hpx	6	  0.012	1.985	0.001	2	    0	    3.998
