# Volumes from Komabayashi (2010) for fp19
#   	T (K)	Terr (K)	P (GPa)	Perr (GPa)	Lattice Au (A)	Au err	Unit cell V fper (A^3)	Verr (A^3)
# 1st run - compression
	1615	42	41	0.5	3.9066	0.0019	65.75	0.06
	1612	35	45.1	0.2	3.8912	0.0009	64.85	0.04
	1600	15	49.8	0.2	3.8741	0.0005	63.82	0.08
	1593	42	54	0.3	3.8601	0.0011	63.06	0.06
	1638	37	58.1	0.2	3.8483	0.0008	62.35	0.08
	1658	53	61.9	0.1	3.8375	0.0003	61.62	0.05
	1683	105	66.3	0.4	3.8254	0.0012	60.97	0.04
	1693	111	69.1	0.4	3.8177	0.001	60.43	0.04
	1743	159	73.1	0.8	3.8083	0.0021	59.9	0.05
	1798	28	76.9	0.3	3.7999	0.0008	59.21	0.03
	1809	69	79.4	0.1	3.7938	0.0003	58.75	0.02
	1792	79	82	0.4	3.7871	0.0009	58.32	0.02
	1782	69	84.6	0.3	3.7807	0.0006	57.92	0.02
	1822	106	87.6	0.8	3.7747	0.0019	57.56	0.03
	1832	113	89.8	1.2	3.7699	0.0027	57.18	0.04
	1837	118	92.7	1.5	3.7636	0.0033	56.83	0.03
# Decompression
	1825	85	92	0.5	3.7648	0.0012	56.77	0.02
	1859	125	90	0.7	3.7699	0.0015	57.06	0.01
	1874	128	86.8	0.8	3.7776	0.0018	57.56	0.01
	1861	131	83.9	0.5	3.7841	0.0011	58.07	0.02
	1889	27	77.8	0.6	3.7997	0.0014	59.07	0.03
	1912	20	75.2	0.5	3.8067	0.0012	59.68	0.05
	1848	35	66.9	0.3	3.8276	0.0009	61.03	0.06
	1841	122	62.8	0.4	3.8392	0.0012	61.87	0.09
	1837	95	57.4	0.4	3.8557	0.0011	62.83	0.05
# 2nd run – compression	run
	1700	170	75.7	0.6	3.8006	0.0015	59.35	0.02
	1700	170	77.8	0.8	3.7954	0.002	59.02	0.03
	1700	170	79.1	0.6	3.7919	0.0015	58.64	0.05
	1700	170	81.1	0.7	3.7872	0.0016	58.28	0.05
	1700	170	83.3	0.6	3.7819	0.0014	57.92	0.06
	1700	170	86.1	0.9	3.7754	0.002	57.54	0.06
	1700	170	88.1	0.1	3.7708	0.0022	57.19	0.06
	1700	170	90.1	0.9	3.7663	0.002	56.87	0.07
	1700	170	92.2	0.1	3.7617	0.0021	56.56	0.08
	1700	170	94.1	0.1	3.7576	0.0021	56.28	0.08
	1700	170	96.3	0.9	3.7528	0.0018	55.98	0.08
	1700	170	98.9	0.6	3.7475	0.0013	55.71	0.08
	1700	170	100.6	1.1	3.744	0.0022	55.45	0.09
	1700	170	103.3	0.1	3.7384	0.0002	55.2	0.08
	1700	170	105.7	0.1	3.7338	0.0001	54.96	0.08
	1700	170	108.2	0.2	3.729	0.0004	54.63	0.09
	1700	170	110.7	0.1	3.7241	0.0002	54.4	0.09
	1700	170	112	0.3	3.7216	0.0005	54.21	0.09
	1700	170	116	0.3	3.7143	0.0006	53.8	0.09						
# Compression
	300	5	15.6	0.2	3.9773	0.0013	69.92	0.01
	300	5	28.5	0.3	3.9166	0.0011	66.28	0.01
	300	5	35.9	0.3	3.8874	0.0012	64.51	0.01
	300	5	45.3	0.3	3.855	0.0011	62.63	0.02
	300	5	57	0.5	3.8193	0.0015	60.36	0.1
	300	5	58.8	0.4	3.8141	0.0012	59.84	0.06
	300	5	64.9	0.5	3.7976	0.0013	58.8	0.11
	300	5	68	0.6	3.7896	0.0015	58.2	0.06
	300	5	69.2	0.7	3.7866	0.0017	58.02	0.07
	300	5	72.6	0.5	3.7782	0.0012	57.54	0.1
# Decompression
	300	5	68.2	0.3	3.7892	0.0008	58.11	0.04
	300	5	63.4	0.7	3.8016	0.0018	58.93	0.07
	300	5	62.9	0.4	3.803	0.0012	59.05	0.04
	300	5	61.2	0.6	3.8076	0.0016	59.51	0.17
	300	5	60.3	0.5	3.81	0.0013	59.62	0.1
	300	5	60.1	0.5	3.8107	0.0014	59.77	0.08
	300	5	58.4	0.5	3.8154	0.0014	60.13	0.17
	300	5	56.9	0.4	3.8195	0.0011	60.3	0.11
	300	5	56.1	0.6	3.8218	0.0018	60.5	0.06
	300	5	56.9	0.5	3.8195	0.0015	60.4	0.06
	300	5	53.2	0.7	3.8304	0.002	61.08	0.05
# 2nd run - compression
	300	5	55.1	0.7	3.8247	0.0021	60.63	0.02
	300	5	58.8	0.7	3.8142	0.002	60	0.04
	300	5	60	0.6	3.8109	0.0017	59.64	0.05
	300	5	61.4	0.5	3.8071	0.0013	59.31	0.04
	300	5	64.7	0.4	3.7983	0.0011	58.79	0.04
	300	5	64.6	0.5	3.7984	0.0014	58.84	0.06
	300	5	66.8	0.6	3.7929	0.0016	58.45	0.06
# Decompression
	300	5	53	0.5	3.831	0.0016	61.04	0.01
	300	5	43.4	0.4	3.8613	0.0012	62.98	0.03
